latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-4.36924,-37.89744,316.02,0.38,0.43,2026-05-18,338,N20,VIIRS,n,2.0NRT,289.88,1.77,N
-3.59496,-38.85813,333.97,0.45,0.47,2026-05-18,338,N20,VIIRS,n,2.0NRT,289.87,5.98,N
-3.59429,-38.8622,328.44,0.45,0.47,2026-05-18,338,N20,VIIRS,n,2.0NRT,289.02,5.69,N
-14.48688,-46.51822,338.81,0.48,0.64,2026-05-18,340,N20,VIIRS,n,2.0NRT,290.84,3.66,N
-14.48594,-46.52267,310.14,0.48,0.64,2026-05-18,340,N20,VIIRS,n,2.0NRT,290.06,3.66,N
-14.05726,-44.47939,299.95,0.36,0.57,2026-05-18,340,N20,VIIRS,n,2.0NRT,289.47,0.53,N
-14.05661,-44.48267,299.23,0.36,0.57,2026-05-18,340,N20,VIIRS,n,2.0NRT,288.25,0.5,N
-12.65119,-38.32551,309.2,0.47,0.4,2026-05-18,340,N20,VIIRS,n,2.0NRT,293.11,1.55,N
-12.40065,-38.34375,305.92,0.48,0.4,2026-05-18,340,N20,VIIRS,n,2.0NRT,295.15,1.25,N
-12.39979,-38.3462,304.63,0.48,0.4,2026-05-18,340,N20,VIIRS,n,2.0NRT,294.32,1.03,N
-12.397,-38.34308,315.02,0.48,0.4,2026-05-18,340,N20,VIIRS,n,2.0NRT,294.74,1.25,N
-12.06457,-45.28062,307.05,0.44,0.62,2026-05-18,340,N20,VIIRS,n,2.0NRT,289.06,1.6,N
-12.05809,-45.28337,318.29,0.44,0.62,2026-05-18,340,N20,VIIRS,n,2.0NRT,289.7,2.91,N
-11.87979,-43.80402,309.92,0.35,0.57,2026-05-18,340,N20,VIIRS,n,2.0NRT,285.62,1.53,N
-11.87916,-43.80728,313.08,0.35,0.57,2026-05-18,340,N20,VIIRS,n,2.0NRT,285.55,1.72,N
-11.84412,-43.96025,312.76,0.36,0.57,2026-05-18,340,N20,VIIRS,n,2.0NRT,290.41,4.13,N
-11.84347,-43.96358,352.19,0.36,0.57,2026-05-18,340,N20,VIIRS,n,2.0NRT,291.68,4.24,N
-11.84282,-43.96692,323.77,0.36,0.58,2026-05-18,340,N20,VIIRS,n,2.0NRT,290.77,4.24,N
-10.69511,-37.04889,305.92,0.43,0.38,2026-05-18,340,N20,VIIRS,n,2.0NRT,290.02,1.03,N
-10.40977,-44.93818,315.75,0.45,0.63,2026-05-18,340,N20,VIIRS,n,2.0NRT,287.27,1.64,N
-10.40325,-44.94107,302.27,0.45,0.63,2026-05-18,340,N20,VIIRS,n,2.0NRT,289.31,1.64,N
-10.03731,-38.19865,304.62,0.5,0.41,2026-05-18,340,N20,VIIRS,n,2.0NRT,291.76,0.7,N
-9.22011,-43.12933,305.41,0.35,0.57,2026-05-18,340,N20,VIIRS,n,2.0NRT,290.68,1.32,N
-22.08613,-39.8305,329.57,0.43,0.38,2026-05-18,342,N20,VIIRS,n,2.0NRT,292.97,3.48,N
-21.27081,-39.99949,330.1,0.45,0.39,2026-05-18,342,N20,VIIRS,n,2.0NRT,294.23,2.78,N
-20.77878,-41.11705,303.35,0.51,0.41,2026-05-18,342,N20,VIIRS,n,2.0NRT,291.62,1.07,N
-20.55232,-43.76845,309.28,0.49,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,286.36,4.7,N
-20.55139,-43.7732,336.78,0.49,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,286.03,5.47,N
-20.55029,-43.77023,353.26,0.49,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,288.63,16.02,N
-20.54792,-43.76734,314.84,0.49,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,286.65,5.19,N
-20.547,-43.77205,337.42,0.49,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,286.56,4.53,N
-20.54626,-43.75234,298.34,0.48,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,287.96,1.76,N
-20.54184,-43.75138,302.03,0.48,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,287.46,0.79,N
-20.54093,-43.75601,299.64,0.49,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,288.33,0.79,N
-20.5391,-43.76533,299.82,0.49,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,288.1,1.21,N
-20.41641,-43.55534,296.67,0.47,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,280.77,0.83,N
-20.35184,-40.87481,301.4,0.5,0.41,2026-05-18,342,N20,VIIRS,n,2.0NRT,283.84,0.76,N
-20.35083,-40.87688,298.51,0.5,0.41,2026-05-18,342,N20,VIIRS,n,2.0NRT,283.65,0.68,N
-20.348,-40.36099,308.06,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,287.38,1.38,N
-20.25103,-40.23179,306.1,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,278.98,1.43,N
-20.25022,-40.23625,297.05,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,277.68,1.37,N
-20.24941,-40.24072,306.78,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,274.52,1.37,N
-20.24861,-40.24519,321.76,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,271.93,2.94,N
-20.24579,-40.23997,308.28,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,274.47,1.37,N
-20.24537,-40.24158,311.72,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,274.72,3.61,N
-20.24216,-40.23924,311.26,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,275.63,3.55,N
-20.24174,-40.24084,335.33,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,276.68,3.61,N
-20.24135,-40.24372,330.32,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,275.84,2.7,N
-20.24096,-40.24533,299.93,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,275.05,2.68,N
-20.23812,-40.24011,303.77,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,276.56,1.59,N
-20.23772,-40.24298,301.39,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,275.93,2.7,N
-20.23606,-40.23042,299.82,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,278.15,1.2,N
-20.2337,-40.24385,301.88,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,276.62,2.12,N
-20.23244,-40.22968,309.67,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,278.77,1.72,N
-20.23165,-40.23415,312.42,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,278.54,1.31,N
-20.23086,-40.23862,299.32,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,277.01,1.31,N
-20.22929,-40.24758,297.41,0.47,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,274.81,1.31,N
-19.60908,-44.05708,307.37,0.53,0.5,2026-05-18,342,N20,VIIRS,n,2.0NRT,286.33,2.41,N
-19.48384,-42.54372,306.1,0.43,0.46,2026-05-18,342,N20,VIIRS,n,2.0NRT,290.75,5.43,N
-19.48361,-42.54649,352.43,0.43,0.46,2026-05-18,342,N20,VIIRS,n,2.0NRT,289.94,8.99,N
-19.48308,-42.54777,338.77,0.43,0.46,2026-05-18,342,N20,VIIRS,n,2.0NRT,289.91,5.43,N
-19.4812,-42.53472,312.47,0.43,0.46,2026-05-18,342,N20,VIIRS,n,2.0NRT,291.0,2.81,N
-18.03861,-39.92484,306.11,0.48,0.4,2026-05-18,342,N20,VIIRS,n,2.0NRT,292.04,1.48,N
-17.78113,-42.81024,297.51,0.48,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,286.58,0.85,N
-17.77675,-42.80932,302.15,0.48,0.48,2026-05-18,342,N20,VIIRS,n,2.0NRT,287.34,0.85,N
-16.67816,-43.88504,309.1,0.58,0.52,2026-05-18,342,N20,VIIRS,n,2.0NRT,290.52,2.16,N
-22.91197,-43.73278,309.3,0.44,0.46,2026-05-18,345,N20,VIIRS,n,2.0NRT,275.16,2.0,N
-34.85639,-57.90049,301.52,0.73,0.76,2026-05-18,349,N20,VIIRS,n,2.0NRT,275.11,2.1,N
10.63472,-61.42362,305.37,0.48,0.48,2026-05-18,514,N20,VIIRS,n,2.0NRT,281.66,1.53,N
2.94843,-60.25553,306.8,0.48,0.4,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.9,0.8,N
5.78444,-54.99797,316.24,0.39,0.36,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.53,1.74,N
6.0091,-58.32345,303.7,0.42,0.38,2026-05-18,516,N20,VIIRS,n,2.0NRT,289.53,0.57,N
6.01921,-58.25189,305.33,0.42,0.38,2026-05-18,516,N20,VIIRS,n,2.0NRT,289.76,0.51,N
7.52194,-63.10397,309.22,0.56,0.51,2026-05-18,516,N20,VIIRS,n,2.0NRT,286.37,1.34,N
7.64824,-64.27235,304.58,0.34,0.56,2026-05-18,516,N20,VIIRS,n,2.0NRT,280.48,1.15,N
8.27814,-62.82066,304.38,0.55,0.51,2026-05-18,516,N20,VIIRS,n,2.0NRT,284.63,1.56,N
8.41178,-65.14732,306.6,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,261.8,0.34,N
8.41195,-65.148,305.99,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,262.65,0.58,N
8.52744,-64.073,313.72,0.34,0.56,2026-05-18,516,N20,VIIRS,n,2.0NRT,283.23,0.97,N
8.55669,-64.13445,316.74,0.34,0.56,2026-05-18,516,N20,VIIRS,n,2.0NRT,270.58,2.59,N
8.55711,-64.13754,326.31,0.34,0.56,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.48,1.4,N
8.55753,-64.14063,298.58,0.34,0.56,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.1,1.4,N
8.56509,-63.92963,299.92,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,286.05,0.45,N
8.59022,-62.67836,317.64,0.54,0.51,2026-05-18,516,N20,VIIRS,n,2.0NRT,275.2,2.55,N
8.59091,-62.6833,311.35,0.54,0.51,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.9,2.55,N
8.6496,-62.77885,301.85,0.55,0.51,2026-05-18,516,N20,VIIRS,n,2.0NRT,270.94,1.12,N
8.66739,-62.98619,309.86,0.57,0.52,2026-05-18,516,N20,VIIRS,n,2.0NRT,287.53,2.07,N
8.66762,-62.98393,306.87,0.57,0.52,2026-05-18,516,N20,VIIRS,n,2.0NRT,288.44,1.38,N
8.68533,-63.1528,318.35,0.59,0.52,2026-05-18,516,N20,VIIRS,n,2.0NRT,286.62,5.01,N
8.68604,-63.15812,336.1,0.59,0.53,2026-05-18,516,N20,VIIRS,n,2.0NRT,285.98,2.83,N
8.68638,-63.15473,341.23,0.58,0.52,2026-05-18,516,N20,VIIRS,n,2.0NRT,287.17,4.57,N
8.69087,-63.15744,305.41,0.59,0.53,2026-05-18,516,N20,VIIRS,n,2.0NRT,286.17,2.83,N
8.69121,-63.15406,303.5,0.58,0.52,2026-05-18,516,N20,VIIRS,n,2.0NRT,286.26,4.57,N
8.69207,-63.23003,298.09,0.59,0.53,2026-05-18,516,N20,VIIRS,n,2.0NRT,280.92,0.42,N
8.72507,-62.90748,322.75,0.56,0.52,2026-05-18,516,N20,VIIRS,n,2.0NRT,285.28,3.3,N
8.72579,-62.91261,321.57,0.56,0.52,2026-05-18,516,N20,VIIRS,n,2.0NRT,282.86,3.3,N
8.72982,-62.90679,300.87,0.56,0.52,2026-05-18,516,N20,VIIRS,n,2.0NRT,284.59,0.65,N
8.73054,-62.91194,298.54,0.56,0.52,2026-05-18,516,N20,VIIRS,n,2.0NRT,280.24,0.65,N
8.73595,-65.09312,323.8,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,282.21,3.36,N
8.73613,-65.09271,323.85,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,283.07,1.7,N
8.7366,-65.09637,305.26,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,283.39,1.36,N
8.74146,-65.0924,309.48,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,283.33,2.1,N
8.74165,-65.09197,304.77,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,283.19,1.7,N
8.74212,-65.09563,302.78,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,283.15,1.36,N
8.936,-63.92555,319.4,0.33,0.56,2026-05-18,516,N20,VIIRS,n,2.0NRT,279.11,1.2,N
9.23193,-64.3011,301.45,0.36,0.57,2026-05-18,516,N20,VIIRS,n,2.0NRT,273.51,0.78,N
9.23236,-64.30431,296.16,0.36,0.57,2026-05-18,516,N20,VIIRS,n,2.0NRT,274.37,0.76,N
9.37433,-64.52551,340.45,0.37,0.58,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.51,3.05,N
9.37524,-64.53234,344.02,0.37,0.58,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.56,12.35,N
9.37569,-64.53574,367.0,0.37,0.58,2026-05-18,516,N20,VIIRS,h,2.0NRT,290.53,12.98,N
9.38774,-64.5443,308.32,0.37,0.58,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.05,3.96,N
9.3882,-64.54773,367.0,0.37,0.58,2026-05-18,516,N20,VIIRS,h,2.0NRT,290.32,8.12,N
9.61922,-63.72567,327.15,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,231.61,3.27,N
9.62289,-63.72665,328.77,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,232.52,4.41,N
9.63512,-63.5834,309.23,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,264.58,0.72,N
9.63704,-63.55917,295.22,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.46,4.4,N
9.63743,-63.5621,296.36,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,265.78,4.4,N
9.63782,-63.56504,297.19,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,265.79,5.28,N
9.63821,-63.56797,296.87,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,267.99,5.28,N
9.64129,-63.55251,296.51,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,265.86,1.15,N
9.64167,-63.55542,306.25,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.7,1.15,N
9.64206,-63.55834,325.38,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.23,4.4,N
9.64245,-63.56125,349.24,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.95,4.4,N
9.64283,-63.56417,367.0,0.32,0.55,2026-05-18,516,N20,VIIRS,h,2.0NRT,267.41,5.28,N
9.64322,-63.56712,321.48,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.32,5.28,N
9.64361,-63.57004,316.07,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.79,1.41,N
9.644,-63.57297,315.64,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.95,1.41,N
9.64439,-63.57589,299.5,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,264.09,0.51,N
9.64481,-63.61789,296.79,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,265.9,1.0,N
9.6452,-63.62086,299.75,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,261.89,1.0,N
9.6456,-63.62383,304.3,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,260.35,6.46,N
9.64599,-63.62681,309.34,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,258.93,6.46,N
9.6463,-63.55166,296.68,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,267.8,0.82,N
9.64638,-63.62981,312.18,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,258.18,10.34,N
9.64668,-63.55456,305.02,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.57,0.82,N
9.64678,-63.63281,312.85,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,259.77,10.34,N
9.64707,-63.55748,317.01,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,267.53,1.3,N
9.64718,-63.63581,308.08,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,259.22,1.37,N
9.64746,-63.56039,327.36,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,265.3,1.3,N
9.64785,-63.56332,336.17,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,267.03,3.36,N
9.64821,-63.52762,297.01,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,271.83,0.41,N
9.64824,-63.56625,324.9,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.87,3.36,N
9.64863,-63.56919,320.96,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,265.97,1.78,N
9.64902,-63.57212,313.47,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,263.71,1.78,N
9.64941,-63.57505,303.54,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,260.89,0.54,N
9.64946,-63.61411,297.82,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,267.62,0.82,N
9.6498,-63.57798,295.24,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,259.67,0.54,N
9.64985,-63.61708,303.35,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,264.73,1.0,N
9.65024,-63.62005,313.13,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,263.14,1.0,N
9.65064,-63.62302,349.02,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,264.53,6.46,N
9.65103,-63.626,351.17,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,263.21,6.46,N
9.65143,-63.62897,367.0,0.33,0.55,2026-05-18,516,N20,VIIRS,h,2.0NRT,267.84,10.34,N
9.65182,-63.63199,343.02,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,262.5,10.34,N
9.65209,-63.55664,300.14,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,271.07,1.3,N
9.65222,-63.63499,321.3,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,262.49,1.37,N
9.65247,-63.55956,304.06,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.45,1.3,N
9.65262,-63.638,307.89,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,258.78,1.37,N
9.65286,-63.56247,313.3,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.48,3.36,N
9.65325,-63.5654,367.0,0.32,0.55,2026-05-18,516,N20,VIIRS,h,2.0NRT,269.7,3.36,N
9.65364,-63.56833,319.67,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,267.16,1.78,N
9.65399,-63.53259,305.26,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.15,2.38,N
9.65404,-63.57126,300.92,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,265.96,1.78,N
9.65438,-63.53548,338.51,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,269.66,2.38,N
9.6545,-63.61333,295.4,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.02,0.58,N
9.65477,-63.53838,343.62,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,262.63,3.85,N
9.65489,-63.61629,300.16,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.86,0.64,N
9.65528,-63.61924,307.83,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,265.58,0.64,N
9.65568,-63.62222,339.82,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.47,1.46,N
9.65607,-63.62519,327.69,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,265.98,1.46,N
9.65647,-63.62817,321.39,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.02,0.83,N
9.65687,-63.63116,314.42,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,263.48,0.83,N
9.65726,-63.63417,306.84,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,262.77,0.59,N
9.65749,-63.5587,297.97,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.3,0.47,N
9.65766,-63.63719,299.55,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,259.73,0.59,N
9.65788,-63.56161,307.76,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.45,0.84,N
9.66032,-63.61845,295.88,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,267.79,0.64,N
9.66072,-63.62142,295.92,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.96,1.46,N
9.66112,-63.62441,297.13,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,269.76,1.46,N
9.66151,-63.62738,296.71,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.12,0.83,N
9.66191,-63.63037,295.07,0.33,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,266.39,0.83,N
9.68219,-63.47662,326.72,0.64,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,277.19,5.58,N
9.69937,-63.41649,295.3,0.63,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,269.36,0.81,N
9.70401,-63.52729,300.96,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,280.0,1.61,N
9.70438,-63.5302,330.48,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,282.42,2.09,N
9.70455,-63.52798,324.66,0.32,0.55,2026-05-18,516,N20,VIIRS,n,2.0NRT,280.53,2.11,N
9.73065,-63.45787,295.64,0.64,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,268.61,1.04,N
9.73142,-63.46367,304.49,0.64,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,261.94,1.04,N
9.73316,-63.47684,295.71,0.32,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,255.96,0.36,N
9.73776,-63.47303,308.59,0.32,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,256.77,0.36,N
9.73815,-63.47597,313.64,0.32,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,256.35,0.36,N
9.76566,-65.46914,310.53,0.44,0.62,2026-05-18,516,N20,VIIRS,n,2.0NRT,289.45,1.41,N
9.77218,-63.26567,312.16,0.62,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,289.9,3.61,N
9.77558,-63.26553,311.08,0.62,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.13,3.62,N
9.77635,-63.27113,336.04,0.62,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,289.5,3.62,N
9.77784,-63.27053,338.93,0.62,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.09,5.55,N
9.83287,-63.34335,308.31,0.63,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,288.61,1.05,N
9.97565,-63.18265,313.38,0.61,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.6,1.23,N
9.97894,-63.18398,323.68,0.61,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.45,4.05,N
9.98059,-63.182,302.88,0.61,0.54,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.44,1.23,N
10.05394,-64.86405,314.83,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.73,1.79,N
10.05685,-64.88657,326.14,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.54,2.68,N
10.05732,-64.8902,319.57,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.73,2.68,N
10.05855,-64.8563,308.74,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,291.75,2.15,N
10.05903,-64.85997,305.17,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,291.52,2.15,N
10.05949,-64.86351,311.75,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,291.45,1.79,N
10.05997,-64.86722,318.29,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,291.52,1.79,N
10.06045,-64.87093,303.67,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.96,1.89,N
10.07493,-64.89561,304.22,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.55,0.83,N
10.07613,-64.86178,327.79,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,291.25,3.91,N
10.081,-64.85847,328.85,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,291.01,2.31,N
10.08119,-64.85745,326.51,0.4,0.6,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.81,3.39,N
10.17837,-61.69078,303.72,0.49,0.48,2026-05-18,516,N20,VIIRS,n,2.0NRT,283.27,0.92,N
10.179,-61.69527,303.2,0.49,0.49,2026-05-18,516,N20,VIIRS,n,2.0NRT,282.56,0.92,N
10.21291,-64.61541,339.96,0.39,0.59,2026-05-18,516,N20,VIIRS,n,2.0NRT,290.93,4.13,N
-2.95582,-60.01582,303.16,0.41,0.37,2026-05-18,518,N20,VIIRS,n,2.0NRT,290.66,0.62,N
-2.14379,-53.64474,305.2,0.53,0.42,2026-05-18,518,N20,VIIRS,n,2.0NRT,288.01,1.21,N
0.69481,-51.44554,319.08,0.44,0.46,2026-05-18,518,N20,VIIRS,n,2.0NRT,289.09,1.84,N
-12.44986,-54.47432,319.79,0.43,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,281.11,2.08,N
-12.4497,-54.47536,317.64,0.43,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,278.69,1.06,N
-12.44548,-54.4748,298.17,0.43,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,279.85,1.06,N
-11.79905,-57.35743,305.02,0.44,0.38,2026-05-18,521,N20,VIIRS,n,2.0NRT,276.78,0.78,N
-11.47876,-52.91379,301.81,0.53,0.5,2026-05-18,521,N20,VIIRS,n,2.0NRT,289.28,1.46,N
-11.47771,-52.91507,303.73,0.53,0.5,2026-05-18,521,N20,VIIRS,n,2.0NRT,289.56,0.93,N
-11.4513,-54.09084,303.21,0.44,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,277.26,1.19,N
-11.45075,-54.09489,335.8,0.44,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,277.93,2.35,N
-11.4502,-54.09892,299.59,0.44,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,277.93,2.35,N
-11.44703,-54.09027,329.71,0.44,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,278.13,3.12,N
-11.44648,-54.09431,340.75,0.44,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,279.62,3.81,N
-11.44594,-54.09834,335.51,0.44,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,280.44,3.81,N
-11.44539,-54.10234,299.66,0.44,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,280.09,1.22,N
-11.44276,-54.08968,316.97,0.44,0.46,2026-05-18,521,N20,VIIRS,n,2.0NRT,279.83,3.12,N
